"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"6370","Male","No",53,"Yes","Low",1
"6371","Male","No",23,"No","Low",9
"6372","Male","No",20,"No","Low",NA
"6373","Male","No",20,"No","Low",3
"6374","Female","Yes",50,"Yes","Low",1
"6375","Male","Yes",35,"Yes","High",4
"6376","Male","Yes",32,"Yes","Average",2
"6377","Female","Yes",33,"No","High",3
"6378","Female","Yes",53,"Yes","Average",3
"6379","Male","Yes",47,"Yes","Average",4
"6380","Female","No",37,"Yes","Low",1
"6381","Male","Yes",50,"Yes","Average",4
"6382","Female","No",23,"No","Low",3
"6383","Female","No",30,"Yes","Low",1
"6384","Female","No",28,"No","Low",2
"6385","Male","Yes",39,"Yes","Low",1
"6386","Male","Yes",81,"No","High",2
"6387","Female","Yes",65,"No","Average",2
"6388","Male","Yes",53,"Yes","High",3
"6389","Male","Yes",37,NA,"Low",NA
"6390","Male","Yes",30,"Yes","Low",2
"6391","Male","No",40,"Yes","Low",1
"6392","Male","No",28,"Yes","Low",6
"6393","Male","Yes",28,"Yes","Low",9
"6394","Female","Yes",60,"Yes","Low",4
"6395","Male","Yes",48,"Yes","Low",3
"6396","Male","Yes",70,"Yes","Low",1
"6397","Female","Yes",39,"Yes","Average",2
"6398","Male","Yes",42,"No","Average",5
"6399","Male","Yes",38,"No","Average",2
"6400","Male","No",35,"Yes","Low",1
"6401","Male","Yes",43,"Yes","Average",3
"6402","Female","Yes",83,"Yes","Low",1
"6403","Male","Yes",43,"Yes","Low",1
"6404","Female","Yes",46,"Yes","Average",4
"6405","Male","Yes",50,"Yes","Average",3
"6406","Female","No",38,"Yes","Low",1
"6407","Male","Yes",69,"No","High",2
"6408","Female","Yes",38,"Yes","Average",2
"6409","Female","No",26,"Yes","Low",3
"6410","Male","No",37,"No","Low",5
"6411","Male","Yes",72,"Yes","High",2
"6412","Male","Yes",52,"Yes","Average",4
"6413","Male","Yes",85,"Yes","High",2
"6414","Female","No",29,"Yes","Low",3
"6415","Male","No",26,"No","Low",4
"6416","Female","No",33,"Yes","Low",6
"6417","Female","No",40,"Yes","Low",1
"6418","Female","No",32,"Yes","Low",7
"6419","Male","Yes",79,"Yes","High",2
"6420","Female","No",25,"Yes","Low",1
"6421","Male","No",35,"No","Low",1
"6422","Female","Yes",68,"Yes","Low",1
"6423","Female","No",28,"No","Low",NA
"6424","Male","No",33,"Yes","Low",4
"6425","Male","Yes",36,"Yes","Average",5
"6426","Male","Yes",51,"Yes","High",5
"6427","Female","No",36,"Yes","Low",NA
"6428","Male","Yes",25,"Yes","Low",4
"6429","Female","Yes",37,"Yes","Average",2
"6430","Female","Yes",39,"Yes","Average",2
"6431","Female","Yes",35,"Yes","Average",2
"6432","Male","No",21,"No","Low",4
"6433","Female","Yes",55,"Yes","Average",4
"6434","Female","No",20,"No","Low",4
"6435","Male","Yes",35,"No","High",3
"6436","Female","No",39,"No","Low",1
"6437","Male","Yes",83,"No","High",2
"6438","Male","Yes",45,"Yes","Average",2
"6439","Male","Yes",40,"Yes","Low",2
"6440","Female","No",27,"Yes","Low",5
"6441","Male","Yes",51,"No","Average",3
"6442","Male","Yes",35,"Yes","Average",3
"6443","Female","No",26,"Yes","Low",NA
"6444","Male","Yes",57,"Yes","Low",2
"6445","Male","Yes",20,"No","Average",4
"6446","Female","No",49,"Yes","Low",1
"6447","Male","No",52,"Yes","Low",2
"6448","Male","Yes",35,"Yes","Average",3
"6449","Male","Yes",39,"Yes","Low",3
"6450","Male","Yes",69,"Yes","Low",2
"6451","Female","No",26,"Yes","Low",2
"6452","Male","Yes",36,"Yes","Low",4
"6453","Female","Yes",25,"Yes","Average",2
"6454","Female","Yes",60,"Yes","Low",1
"6455","Female","No",37,"Yes","Low",2
"6456","Female","No",42,"No","Low",1
"6457","Male","No",22,"No","Low",4
"6458","Male","Yes",41,"No","Average",4
"6459","Male","Yes",75,"No","Low",1
"6460","Female","Yes",37,"Yes","High",2
"6461","Female","Yes",77,"Yes","High",2
"6462","Male","Yes",57,"No","Average",2
"6463","Male","Yes",43,"Yes","High",4
"6464","Female","No",31,"Yes","Low",4
"6465","Male","No",33,"No","Low",2
"6466","Male","Yes",60,"Yes","High",4
"6467","Female","Yes",61,"Yes","Low",2
"6468","Female","No",29,"No","Low",1
"6469","Male","No",25,"Yes","Low",4
"6470","Male","Yes",83,"Yes","High",2
"6471","Female","No",38,"Yes","Low",1
"6472","Male","No",28,"Yes","Low",4
"6473","Male","Yes",65,"Yes","High",2
"6474","Female","Yes",61,"Yes","Average",4
"6475","Female","Yes",46,"Yes","Low",2
"6476","Female","Yes",51,"No","Low",2
"6477","Male","Yes",36,"No","High",3
"6478","Female","Yes",55,"Yes","Average",2
"6479","Male","Yes",43,"Yes","Average",4
"6480","Female","Yes",46,"Yes","Average",4
"6481","Female","Yes",43,"Yes","Average",2
"6482","Male","Yes",57,"No","Low",3
"6483","Male","Yes",35,"No","Low",1
"6484","Male","Yes",65,"Yes","Average",2
"6485","Female","Yes",37,"Yes","Low",3
"6486","Male","Yes",35,"Yes","Average",2
"6487","Male","Yes",37,"No","Low",2
"6488","Male","Yes",38,"Yes","Average",3
"6489","Male","No",19,"No","Low",3
"6490","Male","Yes",41,"Yes","Low",NA
"6491","Male","Yes",27,"Yes","Low",NA
"6492","Male","No",36,"Yes","Low",1
"6493","Male","Yes",61,"Yes","Average",2
"6494","Male","Yes",53,"No","Average",6
"6495","Male","Yes",45,"Yes","Low",1
"6496","Female",NA,27,"Yes","Low",6
"6497","Female","Yes",42,"No","Low",6
"6498","Male","No",18,"No","Low",NA
"6499","Female","Yes",83,"Yes","High",2
"6500","Female","No",36,"Yes","Low",1
"6501","Female","No",37,"Yes","Low",1
"6502","Male","Yes",42,"Yes","Average",3
"6503","Female","Yes",80,"No","High",2
"6504","Female","No",18,"No","Low",5
"6505","Male","Yes",61,"No","Low",NA
"6506","Male","Yes",57,"Yes","Low",2
"6507","Male","No",36,"No","Low",2
"6508","Female","No",43,"Yes","Low",1
"6509","Female","No",33,"No","Low",NA
"6510","Male","No",31,"No","Low",3
"6511","Male","No",52,"Yes","Low",NA
"6512","Male","No",38,"Yes","Low",1
"6513","Male","Yes",45,"Yes","High",4
"6514","Male","Yes",72,"Yes","High",2
"6515","Female","Yes",43,"Yes","Low",2
"6516","Female","No",29,"Yes","Low",2
"6517","Male","No",45,"Yes","Low",2
"6518","Female",NA,51,"No","Low",NA
"6519","Female","No",29,"Yes","Low",1
"6520","Male","No",43,"Yes","Low",3
"6521","Female","Yes",42,"No","Average",3
"6522","Male","Yes",47,"No","Average",6
"6523","Male","No",26,"Yes","Low",3
"6524","Female","Yes",60,"Yes","High",3
"6525","Male","Yes",41,"Yes","Low",2
"6526","Male","Yes",47,"Yes","High",4
"6527","Male","No",27,"Yes","Low",3
"6528","Male","No",18,"No","Low",3
"6529","Female","No",46,"Yes","Low",1
"6530","Female","Yes",35,"Yes","Average",2
"6531","Female","No",25,"Yes","Low",2
"6532","Male","No",18,"No","Low",3
"6533","Female","No",22,"No","Low",3
"6534","Male","Yes",56,"No","Average",3
"6535","Female","Yes",35,"Yes","Average",2
"6536","Female","Yes",40,NA,"Average",NA
"6537","Male","Yes",50,"Yes","Average",2
"6538","Male","No",42,"Yes","Low",1
"6539","Female","Yes",61,"Yes","Average",NA
"6540","Male","No",33,"No","Low",6
"6541","Female","Yes",69,"No","Low",2
"6542","Female","Yes",38,"Yes","Low",2
"6543","Male","Yes",42,"Yes","Average",5
"6544","Male","Yes",61,"Yes","Average",6
"6545","Female","No",20,"No","Low",6
"6546","Female","Yes",46,"Yes","Average",2
"6547","Male","Yes",40,"No","Low",4
"6548","Male","Yes",51,"Yes","High",2
"6549","Female","Yes",58,"Yes","Average",5
"6550","Female","No",33,"Yes","Low",5
"6551","Male","No",26,"No","Low",2
"6552","Male","Yes",58,"No","High",3
"6553","Male","Yes",65,"Yes","High",2
"6554","Male","Yes",41,"Yes","Average",2
"6555","Male","Yes",42,"Yes","Average",2
"6556","Male","Yes",25,"No","Low",1
"6557","Female","No",30,"No","Low",6
"6558","Male",NA,33,"No","High",1
"6559","Male","Yes",25,"Yes","Low",NA
"6560","Male","Yes",79,"No","Low",1
"6561","Female","Yes",51,"No","High",3
"6562","Male","No",26,"Yes","Low",4
"6563","Female","Yes",37,"No","Average",4
"6564","Female","No",25,"No","Low",2
"6565","Male","No",41,"Yes","Low",2
"6566","Female","Yes",83,"Yes","High",3
"6567","Male","Yes",35,"Yes","Average",3
"6568","Male","No",21,"No","Low",7
"6569","Female","No",28,"Yes","Low",3
"6570","Male","Yes",45,"Yes","Average",2
"6571","Male","Yes",51,"No","Low",4
"6572","Male","No",25,"Yes","Low",3
"6573","Male","No",29,"Yes","Low",3
"6574","Male","Yes",45,"No","Low",2
"6575","Female",NA,29,"No","Low",1
"6576","Female","Yes",47,"No","Average",5
"6577","Female","No",56,"Yes","Low",2
"6578","Female","No",40,"Yes","Low",2
"6579","Female","Yes",65,"Yes","Low",1
"6580","Male","No",40,"Yes","Low",1
"6581","Male","Yes",42,"Yes","Average",2
"6582","Male","Yes",45,"Yes","Average",3
"6583","Female","Yes",58,"Yes","Low",1
"6584","Female","No",30,"No","Low",3
"6585","Male","Yes",35,"Yes","High",2
"6586","Female","Yes",53,"No","Low",1
"6587","Female","Yes",58,"Yes","Average",2
"6588","Female","Yes",88,"Yes","High",2
"6589","Female","No",27,"No","Low",3
"6590","Male","No",39,"Yes","Low",1
"6591","Female","Yes",41,"Yes","Low",1
"6592","Female","No",28,"No","Low",4
"6593","Male","Yes",35,"No","Low",3
"6594","Male","Yes",76,"No","High",2
"6595","Female","No",33,"Yes","Low",1
"6596","Female","Yes",59,"Yes","Low",2
"6597","Female","Yes",45,"Yes","Low",1
"6598","Female","Yes",81,"No","High",2
"6599","Female","No",33,"No","Low",3
"6600","Female","Yes",86,"No","High",2
"6601","Male","No",19,"No","Low",4
"6602","Female","No",20,"No","Low",4
"6603","Male","Yes",37,"Yes","High",2
"6604","Female","No",25,"No","Low",8
"6605","Female","No",89,"Yes","Low",1
"6606","Female","No",33,"Yes","Low",3
"6607","Female","Yes",62,"Yes","High",2
"6608","Female","Yes",55,"Yes","Average",4
"6609","Male","No",39,"Yes","Low",1
"6610","Male","No",30,"Yes","Low",6
"6611","Female","Yes",37,"No","High",2
"6612","Female","No",40,"No","Low",1
"6613","Male","No",38,"Yes","Low",4
"6614","Male","Yes",52,"No","Low",2
"6615","Female","Yes",48,"No","Average",5
"6616","Female","Yes",60,"No","Average",5
"6617","Female","No",36,"Yes","Low",1
"6618","Male","Yes",59,"Yes","Average",2
"6619","Male","Yes",71,"No","Average",3
"6620","Male","Yes",78,"No","Low",1
"6621","Male","Yes",37,"Yes","Average",2
"6622","Female","No",51,"Yes","Low",1
"6623","Male","No",22,"No","Low",3
"6624","Male","Yes",28,"Yes","Average",2
"6625","Female","No",22,"No","Low",8
"6626","Female","Yes",48,"Yes","High",2
"6627","Female","No",23,"No","Low",4
"6628","Female","No",31,"No","Low",8
"6629","Male","Yes",37,"No","Low",5
"6630","Male","Yes",50,"Yes","Average",4
"6631","Male","Yes",42,"Yes","Average",4
"6632","Female","No",50,"Yes","Low",1
"6633","Female","No",43,"Yes","Low",1
"6634","Male","No",20,"No","Low",4
"6635","Female","No",28,"Yes","Low",4
"6636","Female","No",33,"No","Low",6
"6637","Female","No",49,"Yes","Low",1
"6638","Male","No",43,NA,"Low",5
"6639","Female","No",40,"Yes","Low",1
"6640","Female","No",21,"No","Low",3
"6641","Female","Yes",36,"No","Low",5
"6642","Male","Yes",49,"No","Average",3
"6643","Female","Yes",36,"Yes","Low",2
"6644","Male","Yes",56,"Yes","Average",2
"6645","Female","No",41,NA,"Low",1
"6646","Female","No",32,"Yes","Low",1
"6647","Female","Yes",48,"Yes","Average",2
"6648","Female","Yes",66,"No","High",2
"6649","Female","No",43,"Yes","Low",1
"6650","Male","Yes",69,"No","Low",8
"6651","Female","No",27,"Yes","Low",4
"6652","Female","Yes",67,"Yes","Low",1
"6653","Female","Yes",32,"No","Low",2
"6654","Female",NA,51,"No","Average",3
"6655","Male","Yes",43,"No","Average",3
"6656","Male","Yes",36,"No","Average",2
"6657","Male","Yes",43,"Yes","High",3
"6658","Male","Yes",36,"Yes","Average",5
"6659","Male",NA,23,"No","Low",4
"6660","Male","Yes",36,"Yes","Average",2
"6661","Female","No",23,"No","Low",3
"6662","Female","Yes",50,"Yes","Average",2
"6663","Male","No",22,"No","Low",4
"6664","Female","Yes",62,"Yes","High",3
"6665","Female","Yes",35,"Yes","Average",3
"6666","Female","Yes",52,"Yes","Average",2
"6667","Female","Yes",68,"Yes","Average",3
"6668","Male","No",46,"Yes","Low",2
"6669","Female","No",28,"Yes","Low",1
"6670","Male","No",49,"Yes","Low",1
"6671","Male","Yes",37,"Yes","Average",2
"6672","Male","Yes",53,"Yes","Average",2
"6673","Female","Yes",70,"No","Low",1
"6674","Female","No",43,"Yes","Low",4
"6675","Male","Yes",83,"Yes","High",2
"6676","Female","No",25,"Yes","Low",2
"6677","Male","Yes",45,"Yes","Average",4
"6678","Female","No",29,"Yes","Low",1
"6679","Male","Yes",43,"Yes","Average",2
"6680","Female","Yes",65,"Yes","Low",1
"6681","Female","Yes",46,"Yes","High",4
"6682","Male","Yes",59,"Yes","Low",1
"6683","Female","No",30,"Yes","Low",2
"6684","Male","Yes",29,"No","Low",2
"6685","Male","Yes",58,"Yes","Low",1
"6686","Male","Yes",71,"No","Low",5
"6687","Male","Yes",53,"No","Low",5
"6688","Male",NA,31,"No","Low",3
"6689","Male","Yes",36,"Yes","Average",4
"6690","Male","No",33,"No","Low",4
"6691","Male","No",32,"Yes","Low",3
"6692","Male","Yes",41,"Yes","Average",5
"6693","Female","No",49,"Yes","Low",1
"6694","Male","Yes",84,"No","High",2
"6695","Male","Yes",30,"Yes","Low",4
"6696","Male","No",26,"No","Low",4
"6697","Female","Yes",41,"Yes","High",3
"6698","Male","No",25,"No","Low",5
"6699","Male","Yes",26,"Yes","High",3
"6700","Female","No",27,"No","Low",5
"6701","Male","Yes",41,"No","High",3
"6702","Female","Yes",80,"Yes","Low",1
"6703","Female","Yes",50,"Yes","Low",3
"6704","Female","No",28,"Yes","Low",3
"6705","Female","Yes",66,"Yes","Low",2
"6706","Male","Yes",58,"No","High",5
"6707","Female","No",42,"Yes","Low",3
"6708","Female","No",37,"Yes","Low",3
"6709","Male","Yes",49,"Yes","Low",1
"6710","Male","No",39,"Yes","Low",2
"6711","Female","No",21,"No","Low",5
"6712","Male","Yes",69,"No","Low",3
"6713","Female","Yes",50,"Yes","High",5
"6714","Male","Yes",37,"Yes","Average",2
"6715","Male","Yes",61,"No","Low",2
"6716","Male","Yes",52,"Yes","High",4
"6717","Female","No",23,"No","Low",4
"6718","Male","Yes",35,"Yes","Average",3
"6719","Female","Yes",49,"Yes","High",4
"6720","Female","No",27,"Yes","Low",7
"6721","Male","No",43,"Yes","Low",2
"6722","Female","No",35,"No","Low",1
"6723","Female","Yes",52,"No","Low",1
"6724","Male","Yes",31,"No","Average",2
"6725","Female","No",43,"Yes","Low",NA
"6726","Male","Yes",48,"Yes","High",4
"6727","Female","Yes",37,"Yes","Low",3
"6728","Male","No",26,"No","Low",5
"6729","Female","No",49,"Yes","Low",2
"6730","Male","No",37,"Yes","Low",1
"6731","Male","No",30,"No","Low",4
"6732","Male","No",43,"No","Low",1
"6733","Female","No",42,"Yes","Low",3
"6734","Male","Yes",60,"Yes","Average",2
"6735","Male","Yes",71,"No","High",NA
"6736","Female","No",23,"No","Low",7
"6737","Male","Yes",81,"Yes","Low",1
"6738","Female","Yes",45,"Yes","Low",1
"6739","Male","No",33,"Yes","Low",2
"6740","Male","No",25,"No","Low",2
"6741","Male","Yes",38,"No","Average",5
"6742","Male","Yes",25,"Yes","High",2
"6743","Male","Yes",62,"Yes","High",2
"6744","Male","Yes",45,"Yes","Low",4
"6745","Female","No",63,"Yes","Low",2
"6746","Female","Yes",39,"Yes","High",2
"6747","Female","No",25,"No","Low",1
"6748","Female","No",67,"Yes","Low",1
"6749","Male","Yes",81,"Yes","Low",1
"6750","Male","No",31,"Yes","Low",4
"6751","Male","No",22,"No","Low",4
"6752","Female","Yes",73,NA,"High",2
"6753","Female","No",33,"No","Low",2
"6754","Female","Yes",42,"No","High",5
"6755","Male","Yes",70,"Yes","Low",1
"6756","Male","Yes",25,"No","High",8
"6757","Male","Yes",66,"Yes","Average",2
"6758","Female","Yes",41,"Yes","High",2
"6759","Female","Yes",40,"Yes","Low",1
"6760","Female","Yes",50,"Yes","Average",2
"6761","Female",NA,36,"Yes","Low",1
"6762","Female","No",31,"No","Low",4
"6763","Female","Yes",63,"Yes","Average",2
"6764","Male","Yes",57,"No","High",4
"6765","Female","No",40,"Yes","Low",1
"6766","Male","Yes",39,"No","High",4
"6767","Female","Yes",45,"Yes","High",3
"6768","Female","No",32,"No","Low",NA
"6769","Male","No",25,"Yes","Low",3
"6770","Female","No",22,"No","Low",4
"6771","Female","No",38,"Yes","Low",3
"6772","Male","Yes",37,"Yes","Average",2
"6773","Male","Yes",78,"No","High",2
"6774","Female","Yes",37,"Yes","Average",2
"6775","Male","Yes",43,"Yes","Average",2
"6776","Male","No",23,"No","Low",4
"6777","Male","No",43,"No","Low",1
"6778","Male","Yes",43,"Yes","Average",2
"6779","Male","Yes",71,"No","High",2
"6780","Female","Yes",38,"Yes","Low",1
"6781","Female",NA,20,"No","Low",1
"6782","Female","No",27,"Yes","Low",NA
"6783","Male","Yes",48,"Yes","High",4
"6784","Female","No",35,"Yes","Low",2
"6785","Male","Yes",53,"Yes","Average",3
"6786","Female","Yes",41,"No","Low",2
"6787","Female","No",28,"Yes","Low",2
"6788","Male","No",22,"No","Low",6
"6789","Male","No",27,"Yes","Low",3
"6790","Female","Yes",43,"Yes","Average",2
"6791","Male","Yes",68,"Yes","High",2
"6792","Male","Yes",28,"No","Average",2
"6793","Female","Yes",48,"Yes","Average",6
"6794","Male","Yes",42,"Yes","Low",2
"6795","Female","No",38,"Yes","Low",4
"6796","Female","No",42,"Yes","Low",3
"6797","Male","No",43,"Yes","Low",2
"6798","Female","Yes",46,"Yes","Average",2
"6799","Female","No",43,"Yes","Low",2
"6800","Female","No",28,"Yes","Low",6
"6801","Female","Yes",48,"Yes","Average",4
"6802","Male","Yes",82,"No","High",2
"6803","Male","Yes",49,"Yes","Low",2
"6804","Female","Yes",41,"Yes","Average",2
"6805","Male","Yes",66,"Yes","Average",2
"6806","Male","No",22,"No","Low",5
"6807","Female","No",31,"Yes","Low",3
"6808","Female","Yes",49,"Yes","High",5
"6809","Male","Yes",77,"No","High",2
"6810","Male","No",41,"Yes","Low",2
"6811","Male","Yes",78,"No","Low",1
"6812","Male","No",41,"Yes","Low",1
"6813","Female","Yes",39,"Yes","Average",2
"6814","Male","Yes",50,"Yes","High",3
"6815","Male","Yes",35,"Yes","Average",2
"6816","Female","Yes",52,"Yes","Average",3
"6817","Female","No",35,"No","Low",NA
"6818","Female","Yes",50,"Yes","Average",4
"6819","Male","Yes",52,"No","Low",1
"6820","Male","Yes",63,"No","Average",4
"6821","Female","Yes",47,"Yes","Low",3
"6822","Female","Yes",41,"Yes","Average",4
"6823","Female","No",38,"No","Low",2
"6824","Male","No",32,"No","Low",2
"6825","Male","No",31,"No","Low",6
"6826","Male","Yes",36,"No","High",3
"6827","Male","Yes",67,"Yes","Low",1
"6828","Male","No",41,"Yes","Low",1
"6829","Male","Yes",53,"Yes","Average",4
"6830","Male","Yes",51,"Yes","Low",1
"6831","Male","Yes",56,"No","Low",2
"6832","Female","Yes",45,"Yes","High",NA
"6833","Male","Yes",72,"Yes","High",4
"6834","Female","Yes",42,"Yes","Average",2
"6835","Female","Yes",26,"No","Average",2
"6836","Female","No",29,"No","Low",NA
"6837","Male","No",37,"Yes","Low",2
"6838","Male","No",18,"No","Low",4
"6839","Female",NA,31,"Yes","Low",3
"6840","Male","No",29,"No","Low",7
"6841","Female","No",70,"Yes","Low",1
"6842","Female","No",19,"No","Low",5
"6843","Male","Yes",46,"Yes","Average",2
"6844","Male","Yes",53,"No","High",4
"6845","Female","Yes",50,"Yes","Low",1
"6846","Female","Yes",43,"Yes","Average",3
"6847","Female","No",23,"No","Low",4
"6848","Female","Yes",61,"Yes","Average",2
"6849","Male","Yes",27,"Yes","Average",2
"6850","Female","Yes",63,"Yes","Average",3
"6851","Female","Yes",83,"Yes","Low",1
"6852","Male","Yes",32,"Yes","Low",2
"6853","Male","Yes",58,"Yes","Average",5
"6854","Male","Yes",67,"Yes","Average",3
"6855","Female","No",19,"No","Low",5
"6856","Male","Yes",88,"Yes","High",2
"6857","Male","Yes",35,"Yes","Low",2
"6858","Male","Yes",45,"Yes","Average",4
"6859","Female","Yes",35,"Yes","Average",4
"6860","Female","Yes",27,"No","Low",2
"6861","Male","Yes",35,"Yes","High",3
"6862","Female","No",20,"No","Low",3
"6863","Male","Yes",41,"No","Average",3
"6864","Female","No",33,"No","Low",6
"6865","Male","Yes",58,"Yes","Low",1
"6866","Male","Yes",86,"No","High",2
"6867","Male","Yes",61,"No","Average",5
"6868","Male","No",32,"Yes","Low",3
"6869","Male","No",20,"No","Low",3
"6870","Male","No",32,"No","Low",4
"6871","Female","Yes",69,"No","High",2
"6872","Female","No",35,"Yes","Low",4
"6873","Female","No",72,"Yes","Low",2
"6874","Female","Yes",37,"Yes","Low",1
"6875","Male","No",22,"No","Low",NA
"6876","Female","No",25,"No","Low",NA
"6877","Male","No",33,"Yes","Low",1
"6878","Male","Yes",40,"No","Average",4
"6879","Female","Yes",55,"Yes","Low",2
"6880","Male","Yes",23,"No","High",9
"6881","Female","Yes",51,"No","High",1
"6882","Male","Yes",69,"No","Average",3
"6883","Female","Yes",73,"No","High",2
"6884","Female",NA,72,"Yes","High",NA
"6885","Female","No",20,"No","Low",3
"6886","Female","No",53,"Yes","Low",1
"6887","Female","Yes",46,"Yes","Average",4
"6888","Female","Yes",53,"Yes","Low",4
"6889","Male","Yes",53,"No","Average",5
"6890","Male","Yes",50,"No","High",4
"6891","Female","Yes",66,"Yes","Average",3
"6892","Female","Yes",86,"Yes","Low",2
"6893","Female","No",27,"Yes","Low",1
"6894","Female","No",42,"Yes","Low",1
"6895","Male","No",33,"No","Low",9
"6896","Male","Yes",82,"No","High",2
"6897","Male","Yes",26,"No","Low",2
"6898","Male","Yes",38,"Yes","Average",4
"6899","Female","No",32,"Yes","Low",7
"6900","Male","No",20,"No","Low",5
"6901","Male","No",27,"No","Low",3
"6902","Male","No",22,"No","Low",4
"6903","Male","Yes",80,"Yes","High",3
"6904","Female","Yes",32,"Yes","High",3
"6905","Male","Yes",77,"Yes","Low",1
"6906","Male","No",22,"No","Low",2
"6907","Female","Yes",32,"Yes","Low",2
"6908","Male","Yes",47,"Yes","Low",NA
"6909","Male","Yes",49,"Yes","Average",2
"6910","Male","Yes",55,"Yes","High",9
"6911","Male","No",28,"Yes","Low",2
"6912","Male","Yes",59,"Yes","Low",NA
"6913","Female","Yes",42,"No","Low",1
"6914","Female","No",37,"Yes","Low",NA
"6915","Female","No",20,"No","Low",3
"6916","Male","Yes",43,"Yes","High",6
"6917","Female","Yes",73,"Yes","Low",1
"6918","Female","No",46,"No","Low",3
"6919","Male","Yes",28,"No","Average",2
"6920","Female","Yes",35,"Yes","Average",2
"6921","Female","Yes",48,"Yes","High",3
"6922","Female","No",32,"Yes","Low",3
"6923","Male","Yes",66,"Yes","Average",2
"6924","Female","Yes",47,"Yes","High",2
"6925","Male","Yes",28,"Yes","Low",2
"6926","Female","Yes",35,"Yes","Average",2
"6927","Female","Yes",75,"Yes","High",2
"6928","Male","Yes",48,"Yes","High",3
"6929","Male","No",41,"Yes","Low",4
"6930","Female","No",25,"No","Low",3
"6931","Female","Yes",52,"No","Average",3
"6932","Male","Yes",58,"Yes","Average",2
"6933","Female","No",26,"No","Low",1
"6934","Female","No",49,"Yes","Low",3
"6935","Male","No",28,"Yes","Low",5
"6936","Male","No",53,"Yes","Low",1
"6937","Female","No",27,"Yes","Low",4
"6938","Female","No",33,"Yes","Low",4
"6939","Female","Yes",89,"Yes","High",2
"6940","Female","No",40,"Yes","Low",1
"6941","Male","Yes",47,"No","High",4
"6942","Male","No",27,"No","Low",5
"6943","Male","Yes",37,"Yes","Low",6
"6944","Male","Yes",56,"No","High",3
"6945","Male","Yes",48,"Yes","High",5
"6946","Female","No",32,"Yes","Low",1
"6947","Male","Yes",39,"Yes","Average",3
"6948","Male","Yes",39,"Yes","Average",4
"6949","Female","No",39,"Yes","Low",1
"6950","Male","Yes",60,"No","High",4
"6951","Female","No",33,"Yes","Low",2
"6952","Female","Yes",50,"No","Average",4
"6953","Male","Yes",58,"Yes","Low",2
"6954","Female","No",20,"No","Low",4
"6955","Male","No",29,"Yes","Low",4
"6956","Female","No",37,"No","Low",1
"6957","Male","Yes",25,"Yes","Low",2
"6958","Male","Yes",37,"Yes","Low",6
"6959","Male","Yes",68,"Yes","Low",1
"6960","Male","No",20,"No","Low",3
"6961","Male",NA,22,"No","Low",3
"6962","Female","Yes",30,"No","Average",6
"6963","Female","Yes",83,"Yes","High",2
"6964","Female","No",52,"Yes","Low",1
"6965","Female","No",19,"No","Low",1
"6966","Female","Yes",36,"Yes","Low",2
"6967","Male","No",31,"No","Low",4
"6968","Male","Yes",51,"Yes","Average",2
"6969","Female","Yes",53,"Yes","Average",2
"6970","Female","No",31,"Yes","Low",1
"6971","Male","Yes",57,"No","Low",4
"6972","Male","Yes",36,"Yes","Average",5
"6973","Male","No",35,"No","Low",3
"6974","Female","No",41,"Yes","Low",2
"6975","Male","Yes",69,"Yes","Low",1
"6976","Male","Yes",37,"No","Average",2
"6977","Female",NA,41,"Yes","Low",1
"6978","Female","No",49,"Yes","Low",1
"6979","Male","Yes",59,"Yes","Average",3
"6980","Female","Yes",37,"Yes","High",2
"6981","Female","Yes",68,"Yes","High",4
"6982","Male","No",29,"No","Low",3
"6983","Female","No",42,"Yes","Low",2
"6984","Male",NA,52,"No","High",3
"6985","Female","Yes",46,"Yes","Average",4
"6986","Male","No",49,"No","Low",3
"6987","Female","No",33,"Yes","Low",5
"6988","Male","Yes",33,"No","Low",3
"6989","Female","No",25,"No","Low",3
"6990","Male","No",32,"No","Low",3
"6991","Female","Yes",87,"Yes","High",2
"6992","Male","Yes",52,"Yes","Average",4
"6993","Female","No",27,"No","Low",8
"6994","Male","Yes",63,"Yes","Low",2
"6995","Female","Yes",89,"Yes","High",2
"6996","Female","Yes",86,"Yes","Low",4
"6997","Male","Yes",31,"No","Average",2
"6998","Female","No",41,"Yes","Low",1
"6999","Female","Yes",35,"No","Average",2
"7000","Female","Yes",50,"Yes","High",7
"7001","Female","Yes",70,"No","Average",2
"7002","Female","Yes",55,"Yes","Average",3
"7003","Female","Yes",36,"Yes","Average",5
"7004","Female","Yes",66,"Yes","Low",1
"7005","Male",NA,47,"Yes","High",2
"7006","Female","Yes",49,"No","Average",5
"7007","Male","Yes",65,"Yes","Average",4
"7008","Female","No",23,"No","Low",4
"7009","Male","Yes",45,"No","High",4
"7010","Male","No",33,"No","Low",5
"7011","Male","Yes",48,"Yes","High",3
"7012","Male","No",28,"Yes","Low",4
"7013","Female","No",27,"Yes","Low",8
"7014","Female","Yes",45,"Yes","Low",3
"7015","Female","Yes",49,"Yes","Average",3
"7016","Female","Yes",46,NA,"Low",1
"7017","Female","Yes",56,"Yes","Average",2
"7018","Male","No",21,"No","Low",1
"7019","Female","Yes",29,"No","Average",2
"7020","Male","No",33,"No","Low",3
"7021","Female","Yes",57,"Yes","Average",4
"7022","Male","Yes",65,"No","Low",1
"7023","Female","Yes",61,"Yes","Average",5
